vector_id	matrix	row	column	f64_decimal	f32_bits	status
explicit_analog_balance	t50	2	2	1.5710056995878823	0x3fc916b7	PASS
explicit_analog_balance	camera_to_linear_bt2020	0	0	1.9425684575335336	0x3ff8a615	PASS
explicit_analog_balance	camera_to_linear_bt2020	0	1	-0.12708908867033872	0xbe0223a4	PASS
explicit_analog_balance	camera_to_linear_bt2020	0	2	0.0868960443097474	0x3db1f68e	PASS
explicit_analog_balance	camera_to_linear_bt2020	1	0	-0.060946842970257091	0xbd79a366	PASS
explicit_analog_balance	camera_to_linear_bt2020	1	1	1.0195025846378096	0x3f827f10	PASS
explicit_analog_balance	camera_to_linear_bt2020	1	2	0.016742119581206943	0x3c8926c5	PASS
explicit_analog_balance	camera_to_linear_bt2020	2	0	0.12535084998552454	0x3e005bf9	PASS
explicit_analog_balance	camera_to_linear_bt2020	2	1	-0.67341241793984274	0xbf2c64c2	PASS
explicit_analog_balance	camera_to_linear_bt2020	2	2	1.9705835173615818	0x3ffc3c15	PASS
explicit_analog_balance	camera_to_normalized_ncl	0	0	0.47642407966436656	0x3ef3eddb	PASS
explicit_analog_balance	camera_to_normalized_ncl	0	1	0.61790309240690433	0x3f1e2ee6	PASS
explicit_analog_balance	camera_to_normalized_ncl	0	2	0.15103435049577074	0x3e1aa8c0	PASS
explicit_analog_balance	camera_to_normalized_ncl	1	0	-0.18660212059043374	0xbe3f14a0	PASS
explicit_analog_balance	camera_to_normalized_ncl	1	1	-0.68635883403143771	0xbf2fb536	PASS
explicit_analog_balance	camera_to_normalized_ncl	1	2	0.96712510198033963	0x3f779583	PASS
explicit_analog_balance	camera_to_normalized_ncl	2	0	0.9942658197946338	0x3f7e8834	PASS
explicit_analog_balance	camera_to_normalized_ncl	2	1	-0.50521645264969683	0xbf0155de	PASS
explicit_analog_balance	camera_to_normalized_ncl	2	2	-0.043495392775005678	0xbd32283a	PASS
colormatrix_only_spec_reference	t50	0	0	1.6058291355841177	0x3fcd8bcf	PASS
colormatrix_only_spec_reference	t50	0	1	-0.00079446245756602772	0xba504379	PASS
colormatrix_only_spec_reference	t50	0	2	0.35894686580296881	0x3eb7c7e2	PASS
colormatrix_only_spec_reference	t50	1	0	0.61934936492202652	0x3f1e8dae	PASS
colormatrix_only_spec_reference	t50	1	1	0.62227180482213951	0x3f1f4d34	PASS
colormatrix_only_spec_reference	t50	1	2	0.14629829504915234	0x3e15cf38	PASS
colormatrix_only_spec_reference	t50	2	0	0.11518258248954566	0x3debe4d9	PASS
colormatrix_only_spec_reference	t50	2	1	-0.50598331816994635	0xbf01881f	PASS
colormatrix_only_spec_reference	t50	2	2	1.8329358472786419	0x3fea9da4	PASS
colormatrix_only_spec_reference	camera_to_linear_bt2020	0	0	2.3740924375027559	0x4017f121	PASS
colormatrix_only_spec_reference	camera_to_linear_bt2020	0	1	-0.12689413100713448	0xbe01f089	PASS
colormatrix_only_spec_reference	camera_to_linear_bt2020	0	2	0.10115798854543556	0x3dcf2beb	PASS
colormatrix_only_spec_reference	camera_to_linear_bt2020	1	0	-0.074254609768083207	0xbd9812cd	PASS
colormatrix_only_spec_reference	camera_to_linear_bt2020	1	1	1.0193834665282824	0x3f827b28	PASS
colormatrix_only_spec_reference	camera_to_linear_bt2020	1	2	0.019510588412577926	0x3c9fd4ab	PASS
colormatrix_only_spec_reference	camera_to_linear_bt2020	2	0	0.15305805958721952	0x3e1cbb41	PASS
colormatrix_only_spec_reference	camera_to_linear_bt2020	2	1	-0.67345992732590909	0xbf2c67df	PASS
colormatrix_only_spec_reference	camera_to_linear_bt2020	2	2	2.2991346641807495	0x40132506	PASS
colormatrix_only_spec_reference	camera_to_normalized_ncl	0	0	0.58240580084273563	0x3f15188c	PASS
colormatrix_only_spec_reference	camera_to_normalized_ncl	0	1	0.61787072840017487	0x3f1e2cc7	PASS
colormatrix_only_spec_reference	camera_to_normalized_ncl	0	2	0.17614106812053221	0x3e345e53	PASS
colormatrix_only_spec_reference	camera_to_normalized_ncl	1	0	-0.22820651709127046	0xbe69aef8	PASS
colormatrix_only_spec_reference	camera_to_normalized_ncl	1	1	-0.68636688408955238	0xbf2fb5bd	PASS
colormatrix_only_spec_reference	camera_to_normalized_ncl	1	2	1.128411606282671	0x3f906fcb	PASS
colormatrix_only_spec_reference	camera_to_normalized_ncl	2	0	1.2150323048013159	0x3f9b862e	PASS
colormatrix_only_spec_reference	camera_to_normalized_ncl	2	1	-0.50506229445768969	0xbf014bc3	PASS
colormatrix_only_spec_reference	camera_to_normalized_ncl	2	2	-0.050849775922349565	0xbd5047db	PASS
